"","PL1013","PL1015","PL1023","PL1043","PL1159","PL1182","PL1226","PL1362","PL1365","PL1383","PL1493","PL1506","PL1618","PL1626","PL1627","PL1648","PL1720","PL1755","PL1932","PL1949","PL1962","PL2102","PL2169","PL2195","PL2209","PL2291","PL2338","PL2353","PL2360","PL2406","PL475","PL519","PL629","PL687","PL808","PL810","PL893"
"ENSG00000181610",0,295,1049,350,0,1203,1415,240,355,1969,672,0,1372,170,414,0,198,92,614,2341,3362,1246,752,3057,0,192,1212,1224,2199,474,1200,454,57,1551,2531,345.001,1940
"ENSG00000181625",973.086,349.943,43.996,520.435,0,2211,219.954,965,0,2095,363,326,341,0,0,0,622.235,0,256.767,1090,65.798,0,192.312,609,0,104,390.95,1678.834,1770.476,935.008,62.39,0,347.023,14.165,821.229,216,0
"ENSG00000181631",236,120,0,28,0,0,306,99,0,285,184,0,42,0,0,0,258,0,0,714,0,34,25,0,3,13,138,886,642,546,0,0,0,393,446,13,187
"ENSG00000181638",0,97,0,5,0,0,0,71,0,440,0,0,0,0,0,0,0,1767,0,0,0,228,0,323,0,22,0,207,0,0,0,0,0,12,0,64.713,0
"ENSG00000181649",0,11,0,0,0,0,0,206,0,4,0,0,0,0,222,0,0,0,170,0,0,85,76,0,0,0,0,0,141,306,0,0,130,0,0,0,0
"ENSG00000181666",1139,308,379,1156,0,0,960,67,0,0,460,444,155,0,340,169,0,0,33,236,767,808,1351,936,1932,147,400,614,0,828,433,1185,42,315,771,768,797
"ENSG00000181690",0,0,0,123,0,0,0,0,0,0,0,0,0,0,87,0,0,761,0,0,431,0,0,0,0,15,0,0,337,0,603,77,268,57,118,76,0
"ENSG00000181704",1531,114,433,1279,5725,3349,388,360,510,257,612,0,2367,445,523,903,980,0,507,900,0,1589,1667,1871,1651,98,1374,228,1315,2165,1049,1042,273,1115,857,899,637
"ENSG00000181722",1414.934,1070,4036.363,3210,2836,0,1519.976,1356,2375,4910,2900.219,164,0,1219,2097,2186,3914.742,1013,1612.916,4311.871,6614,5503.001,4684.476,4546.905,2246,974,3002,2203.515,5872.628,4047,1716,1547.223,1281.494,1942,4787.999,2711,3319.089
"ENSG00000181744",1250,188,160,358,0,0,894,14,0,321,284,0,639,0,58,0,443,388,248.001,401,0,748,205,0,0,209,605,397,218,1892,98,0,277,87,147,315,0
"ENSG00000181751",0,11,68,282,1233,0,79,0,0,142,25,0,96,0,0,0,360,0,77,411,222,375,89,291,0,3,258,351,58,32,176,77,0,242,377,362,0
"ENSG00000181788",8055,1174,2339,2956,6227,2504,2005,1252,2129,3297,4695,2825,731,1099,9450,5626,1615,1238,2396,6909,2091,4747,8362,7507,1118,917,1678,3085,15595,2254,4505,1527,931,3063,3818,641,3330
"ENSG00000181789",1661,1182,2078,3083,1323,1521,2245,756,606,2952,2275,0,1202,0,2314,0,2023,1296,1726,5417,2040,3716,2408,779,2222.999,950,4333,3916,2812.001,6179,1329,1312,777,818.001,3762,1330,1084
"ENSG00000181804",828,52,850,581,524,0,205,0,217,659,137,0,691,0,0,1592,102,0,203,1900,365,93,350,3643.999,0,42,139,1433,1414,7,2084,0,102,566,634,114,422
"ENSG00000181817",2926,159,1010,1172,0,0,1168,1140,0,756,261,607,0,0,405,0,1894,705,644,2134,415,2039,619,1093,2253,223,295,3304,2876,337,1124,721,92,2813,1097,440,474
"ENSG00000181826",2841,252,1119,1302,1,1766,2675,27,0,2174,1802,25,279,131,1868,1370,2483,0,900,3200,2282,1283,2079.999,745,147,443,2127,5167,7664,4635,1115,612,677,1505,2241.001,1860,606
"ENSG00000181827",1187,346,1506,964,2209,1791,676,899,283,275,1534,105,0,18,409,0,3050,419,464,2039,1432,2302,721,1507,950,100,342,3391,2196,1748,751,0,189,23,1995,704,484
"ENSG00000181830",334,19,153,517,0,0,72,0,168,20,0,0,0,0,397,206,9,0,0,426,561,751,162,0,512,48,118,125,162,3,89,19,449,1,173,322,0
"ENSG00000181847",0,77,105,387,0,15,0,116,0,575,874,560,1219,2236,3,0,163,0,1,1318,31,224,401,17,605,23,0,1103,141,265,271,303,285,253,332,52,0
"ENSG00000181852",740,173,1060.999,767,3164,1463,213,279,0,1142,1503,0,0,0,1979,33,779,108,1469.999,1656,2358,1697.999,1684,3417,629,511,895,888,3292.999,1694,973.001,501,463,1115,2835,976.001,992
"ENSG00000181856",1024,0,248,22,0,0,139,166,0,200,13,0,0,0,211,0,0,0,0,0,0,0,187,0,0,150,1,323,0,0,49,408,0,264,29,58,178
"ENSG00000181873",764,135,1309,666,1274,0,269,742,18,110,1016,0,0,4189,21,0,156,0,432,56,2587,1194,807,521,0,138,2957,556,1052,1532,270,239,70,647,932,594,1758
"ENSG00000181894",0,89,416,267,0,0,196,121,0,642,170,0,0,0,0,0,864,0,9,1198,122,338,354,0,0,5,0,816,301,657,37,0,203,0,602,265,70
"ENSG00000181896",986,261,638,555,0,39,1939,82,0,0,995,697,0,1058,356,0,1006,1899,261,2882,70,1250,911,242,157,648,112,785,414,0,74,521,268,830,1225.001,239,0
"ENSG00000181904",0,283,515,365,610,1408,235,99,0,423,560,0,1271,0,99,0,625,0,172,1890,2256,591,274,0,0,12,1102,519,162,866,162,602,329,0,1169,446,830.588
"ENSG00000181915",257,276,325,922,0,0,95,569,452,16,296,0,0,0,879,0,117,13,122,493,1116,497,314,229,613,276,125,802,603,3461,31,458,206,1101,769,325,1641
"ENSG00000181924",0,423,424,414,96,0,229,606,486,74,394,86,2215,0,678,593,2020,1330,271,222,922,1138,604,0,10,227,610,936,1373,3148,182,115,57,772.999,859,396,499
"ENSG00000181929",110.781,238,662.001,700.999,803,0,508.001,618,0,723,683,0,0,0,571,0,123,0,398,3121,208,522.546,203,300,1187.001,122.319,240,2677.999,1821.999,179,1380,720,288,2278,2639,294,834
"ENSG00000181938",394,20,860,0,2615,0,55,0,0,227,0,0,0,0,327.603,0,0,0,26,85,560,129,670,0,0,0,0,843,0,38,0,0,0,0,529,0,0
"ENSG00000181982",772,21,3241,598,540,1802,554,302,0,1785.001,530,265,0,0,399,0,1449,360,717.001,1182,1249,454,1914,418,2174,177,2,2113.001,342,369,59,590,333,772,272,675,11
"ENSG00000181991",0,224,319,554,94,0,429,510,0,439,67,0,269,0,1471,0,707,0,0,35,2026,371,102,479,1017,93,1021,224,550,622,128,228,5,232,1655,714.999,143
"ENSG00000182004",390,169,1193.263,1812.999,2673,0,1180.389,488,50,1076.927,1586,0,0,1724,1610,878,1180,0,703,1444,1060,1242.42,1.209,320,1100,176.775,938.725,2781.601,1888.08,0,727,964,633,1244,1701.023,1662.685,2596.003
"ENSG00000182010",0,0,0,49,0,0,126,215,0,47,0,0,0,0,0,0,0,278,0,281,439,108,127,0,0,0,0,0,31,0,21,0,32,0,585,0,0
"ENSG00000182022",1054,317,1415,423,3202,0,541,515,63,692,708,0,0,0,900,0,744,0,767,304,2113,1622,184,1339,1556,231,2382,3798,2476,78,921,119,47,1146.999,1689,362,1040.001
"ENSG00000182054",837,1330,2951,3380,3481,2258,2292,1628,3708,5247,1295,1199,0,6760,2537,1411,2432,1310,966,2208.999,2053,4400.999,2484,3106,2259.001,1261,3705.999,1972,8335.999,2055,736,509,1653,1498,5460.999,2288.999,3427
