"","PL1013","PL1015","PL1023","PL1043","PL1159","PL1182","PL1226","PL1362","PL1365","PL1383","PL1493","PL1506","PL1618","PL1626","PL1627","PL1648","PL1720","PL1755","PL1932","PL1949","PL1962","PL2102","PL2169","PL2195","PL2209","PL2291","PL2338","PL2353","PL2360","PL2406","PL475","PL519","PL629","PL687","PL808","PL810","PL893"
"ENSG00000007541",106,82.324,0,261.586,0,19,248,87,0,488.999,26,105,857,1437,1.388,81,232.912,0,257,1739,0,95.217,423,0,360,17,0,56,455.612,0,2,52,398,246,989,241,4
"ENSG00000007545",0,353,870.158,688,0,0,28,299,5.303,424,1583.796,0,0,0,0,1517,334.976,0,181,1143.078,613,2245.815,722,185,0,338,0,1162,828,767,336,190,530,1487,388,223,870
"ENSG00000007866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,0,0,536,1400,0,127,270,0,0,6,484,0,36,0,0,0,0,0,0,38,0
"ENSG00000007923",168,694,1712,388,1860,2431,2177,110,484,791,935,372,233,907,2076,0,428,0,176,2395,23,2432.999,3723,716,968,81,3312,1495,1508,1672.001,376,1054,282,0,3035,1357,2683
"ENSG00000007944",15,167,1217,1070,306,0,768,345,0,1207,627,937,721,1886,355,0,4318,632,715,1727,2202,1166,925,1651,1129,77,929,1057,1220,1824,726,556,638,309,2568,630,1470
"ENSG00000007968",2712,325,485,1662,1658,3767,597,180,1084,1604,1732,2,4270,230,2269,972,1874,811,238,809,1204,1715,2832,3149,521,341,1554,2512,3541,1185,711,519,446,416,1466,1183,2091
"ENSG00000008018",999,380,1652,1486,770,1922,1562,412,591,608,2003,1355,0,0,484,0,756,0,734,1505,1607,457,205,723,1422,256,417,1563,4250,1154,1326,612,742,644,2706,550,1779
"ENSG00000008083",2661,1648,3564,4542,2991,1750,2102,2107,1555,3907,2576,2102,8,2004,1385.001,3350,5339,1580,536,2828,4850,3008,2341,4986,1244,470,3648,4928,4473,2076,4046,1494,639,2131,5162,2454,379
"ENSG00000008086",0,31,293.001,27,0,0,81,1004,0,539,194,514,0,0,198,0,3,0,239,615,0,98,127,900,83,66,433,655,289,209,709.999,138,401,881,494.001,785,0
"ENSG00000008128",580.083,805.179,5277.406,2456.473,32.306,710.482,2581.188,1547.859,0,2920.387,4717.547,502,8,1308.043,2601.507,0,2743.862,950.661,1409.454,6627.13,2459.836,8237.622,3741.447,2120.877,5744.107,682.147,1430.729,537.501,5470.741,8393.199,1774.222,1110.348,865.96,765.135,7117.387,2197.118,2888.401
"ENSG00000008130",4206.999,1299,2234.999,3754,1849,2640,2188.001,2347,1496,2650,2376,59,3334,2100,3437.999,0,3409,4013,4855,6932,4972.999,4998,4441.999,3133,3410,951.999,4800,5726.999,9974.001,5073,1524,3537,1475,2252,4911,3873,3495
"ENSG00000008256",710,3,1205,645,0,1288,122,361,0,1351,1292,0,157,0,104,0,972,364,117,802,4258,955,1832,2164,71,261,355,1496,963,202,771,168,313,0,194,1057,292
"ENSG00000008282",737,129,735,676,0,2463,181,509,0,1038,398,0,0,922,247,0,1683,0,34,1545,1126,209,818,0,47,90,0,1101,884,0,152,190,0,722,359,257,1058
"ENSG00000008283",0,108,0,0,0,0,396,0,0,0,791,0,0,839,0,0,0,0,315,0,601,177,710,0,0,25,0,39,0,0,0,0,23,0,428,105,0
"ENSG00000008294",1184,377,2540,1724,749,4937,1402,198.999,1623,1757,3360,0,1450,1042,1454,507,2542,231,1054,3397.999,2424,3850,3300,2259.999,1476,372,3728,3339.001,1937,2810.999,1248,524,1062,1311,4850.999,859,1983
"ENSG00000008311",0,78,57,0,0,0,54,210,0,415,0,0,0,0,251,0,431,0,0,313,400,0,0,0,0,2,0,0,0,1005,174,78,0,0,309,35,411
"ENSG00000008324",0,57,72,467,0,0,50,122,418,170,24,0,1921,0,182,0,0,0,110,719,0,79,0,1673,0,21,935,488,284,407,524,0,408,41,536,120,0
"ENSG00000008382",215,254,1120,1024,0,0,1623,399,0,128,581,0,0,824,189,640,1068,134,236,1500,28,908,472,360,1286,266,524,1531,2302.001,1059,430,686,89,225,690.999,279,1320
"ENSG00000008394",0,0,233,74,239,0,535,0,0,0,17,0,0,376,0,0,0,0,232,0,0,121,150,0,0,6,212,70,137,0,21,0,0,332,0,0,0
"ENSG00000008405",0,1,899,479,869,0,202,0,0,130,0,0,82,0,226,0,464,0,149,1418,509,98,5,398,319,69,52,252,215,495,166,7,134,288,296,267,572
"ENSG00000008438",0,92,131,91,674,0,524,0,0,676,20,0,0,0,911,0,2787,0,458,667,426,1018,0,0,198,126,27,1403,5842,1293,47,1488,150,0,1552,1923,0
"ENSG00000008441",8619,1858,2999,4591,5099,4390,2012,1458,5742,3157.999,4534,4963,1621,1390,2554,2414,4578,1325,4526,8429,4582,9426,12884,5108.001,2224,1960.001,3579,5750,17117,3969,635,1195,1455,1967,4455,2339,2446
"ENSG00000008513",3213,593,1196,1399.001,893,5984,1284,293,964,2978,1480,235,1462,1596,3430.999,3543,0,53,1274,4815,1041.001,1410,4087,450,1103.999,464,879,1422,2566,3864,364,1000,1395,4354,2537,801,2017
"ENSG00000008516",589,0,127,114,56,0,124,0,0,0,500,0,0,431,189,0,1292,153,183,451,261,212,488,408,206,20,0,903,1527,151,42,73,198,87,771,617,0
"ENSG00000008517",818,1276,3654.002,2474,732,5540.999,4150,4736,3029,2167,4903.999,514,2284,6046,4763,0,2745,2438,2811,6329.001,6013.999,5884.002,8637.001,4635.001,9461,1041,5076,8320.001,1683,6544.002,2165.998,1267,1895.001,3202.001,12589.999,3155.999,2844.999
"ENSG00000008710",732.008,26.538,1041.399,447.838,0,0,28,138.551,0,119.827,256.005,0,61.461,0,5,0,0,322,384.29,474.309,73.757,795.938,511.247,0,85,238.986,0,540.433,881.375,0,117,0,158.073,0,161.079,77.446,322.001
"ENSG00000008838",1178,321,2287.001,738,827.999,775,2075.001,336,333,819,776,0,0,3595,1260,1,1447,1523,711.999,1664,642,546,1194,578,1217,565,1512,1895.999,1899.001,1369,246,740,716,298,2388.001,822,672
"ENSG00000008853",1006,30,1900,2311,0,248,185,366,0,621,1178,343,0,0,288,3820,418,1947,526,2355,929,1214.999,413,1399.502,1309,240,947,221,3068,552,344,211,276,706,1131,788,407
"ENSG00000008869",131,400,858,1794,431,0,265,234,0,823,1302,0,0,0,403,0,2234,0,73,1467,420,1456,1273,1347,1182,195,2317,736,591,386,650,377,658,779,2348,1199,814
"ENSG00000008952",8239,3306.999,7619,9879,13030.001,17858,5924.999,1687,17154,4807.999,8782.999,3421,4063.999,1409,6030.999,1129,12766,1333,4526,8610,5699,18185.999,21848.999,13409.999,8862.001,3481,7673.001,11945.001,12973,9954,7767.999,5496.999,4421,9314,10736,4226.001,8877
"ENSG00000008988",21817.999,10333,56842.001,46296.002,6591.999,11907,37101.999,16462,10278,30476.999,34343.001,8858,6731.999,16375,16513.999,7965.001,49559,10066,14138.999,47543.96,34474.001,56703.001,26867.001,31557.999,38341,5704.001,18842.999,42479,61550.002,38870,38211.998,18171.986,12157.999,22439,57888.001,27115.001,32098
"ENSG00000009307",33478,7245.001,30003.999,20093,18331.999,27111,19144,14306,18622,13311.001,19560.999,7390,11998,24522.999,14387.002,17628,23769,10159,12413.999,37365,29572.002,45412,43255.002,31235.999,48649.002,8480.999,20577.999,30792.999,55210.001,41292,20737,11395.001,12269.998,26659.001,44823.001,18208.001,18358.001
"ENSG00000009335",517,461,1089,995,534,1984,969,938,127,1557,368,265,1296,0,388,0,2026,0,1028,3784,1384,1923,2182,2757,1299,742,404,2880,3369,1417,1127,905,752,2145,3286,1034,316
"ENSG00000009413",1838,163,860,1147,1051,182,1677,347,854,263,695,0,0,68,463,0,0,0,222,2179,1044,2245,2097,705,833,108,726,948,1939,48,570,0,55,117,687,666,860
"ENSG00000009780",0,269,356,436,328,0,430.001,0,0,661,0,370,0,0,549,0,31,0,221,340,726,539,545,0,1438,184,38,260,1076,399,1119.001,323,347,132,540,273,0
"ENSG00000009790",4785.999,798,3873.999,2285.001,1369,97,2406.001,2521,3005,1429,823,5,993,1168,1720.001,0,4147,1475.001,575,4362.001,2771,3847,2049.999,6854,2914,1591.999,66,4482.001,7359,5172.001,2449.999,1040,1170.999,4650,4051,2418.001,82
"ENSG00000009844",942,144,764,367,1261,2286,723,466,66,313,611,0,0,0,14,0,644,826,368,533,280,869,437,870,492,175,511.999,1954,1168.001,35,1613,204,799,1474,1544,697.999,0
"ENSG00000009954",5123,1309,3359,5221,3052,2414,4151,2686,3579,7231,6935,1199,1327,1524,835,2214,6810,87,2467,7954,7163,10735,5030,7525,5521,2330,2045,3709,5264,6658,2286,2201,2764,4555,8273,3821,2737
"ENSG00000010017",1127,966,3093,2674,2875,3053,2753,720,2566,1703,2981,0,4108,1941,4897,516,3923,1305,1488,1808,3028,5235,2904,5437,3552,478,285,5239,6572,3933,4888,1256,684,3676,4185,900,2590
"ENSG00000010030",325,0,0,88,0,0,0,0,0,51,0,0,0,0,22,0,0,228,0,0,0,0,223,0,0,0,0,0,142,280,72,109,35,307,0,0,0
"ENSG00000010072",0,12,164,164,0,0,420,394,0,15,230,0,0,0,106,0,463,0,126,302,1463,3,419,697,153,85,830,502.001,385,29,4,60,709.999,2,818,85,0
"ENSG00000010165",1142,395,1682,580,0,0,456,0,0,691,1049,319,619,141,1207,0,0,114,386,2772,2238,1857,1283,756,261,83,1455,740,594,1885,437,641,160,173,1063,618,123
"ENSG00000010219",0,39,228,348,0,0,42,0,0,277,58,0,0,0,0,0,793,0,0,523,345,1049,372,0,0,40,0,630,392,0,197,0,141,424,135,135,1095
"ENSG00000010244",1214.952,295.364,997.287,890.026,0,2646,360.759,108,1127,1857,1168.667,0,5213,34,1582,200,3217,1051,669.838,5829,733,2360.735,1032,3800,2605.001,171,530,3700,3006,2027,1062.999,890.049,482,425,1621.211,1274.441,1172
"ENSG00000010256",1305,123,2469,1318,1327,1095,1950,550,53,2302,3663,0,0,3537,933,0,2514,417,737,862,820,3146,1932,4238,5061,463.001,438,1327,2652,1997,757,1114,237,1050.999,3652,1064,474
"ENSG00000010270",164,0,539,316,3533,2104,229,143,0,101,718,32,0,0,143,0,113,590,157,242,1357,1247,310,4366,1063,42,218,235,2321,1702,217,354,45,959,1790,286,0
"ENSG00000010278",1893.001,190,2048,1049,0,0,800,323,0,2706,234,0,423,0,330,0,296,0,286,2249,1040,675,1497,5757,971,98,1,2196,1768,1820,8576,49,684,647.001,562.999,258,974
"ENSG00000010292",3779,523,435.999,3513,2278,422,917.999,2268.527,995,5120.001,2001,254,3916,118,1145,4159,1669,2388,1465,6967,1337,1540,684,5987,5486,392,4424,1182,3788,4095,1242,664,1191.001,352,6002,1504,878
"ENSG00000010295",765,95,52,772,353,0,0,67,0,197,77,0,0,1,54,731,121,990,1107,1730,141,354,0,0,5,58,520,0,289,577,322,71,351,242,695,312,0
"ENSG00000010318",173,49,263,319,0,0,152,34,0,6,380,0,6,0,0,1,227,991,202,868,0,0,1212,368,363,27,755,155,907,923,900,327,488,557,605,51,355
"ENSG00000010319",12,137,406,243,0,0,718,343,0,552,2392,0,0,0,0,396,0,668,395,159,679,1971,2574,376,845,301,324,1,67,1204,16,616,754,266,871,525,777
"ENSG00000010322",1457,93,705,889.999,0,1594,1415,363,1313,1443,1775,51,274,5631,270,0,560,1042,492,930.999,222,1939,334,723,0,330.001,679,138,1150,210,1049,430,443,152,2224,235,230
"ENSG00000010327",451,10,561,854,353,0,0,0,603,1031,239,76,992,0,48,0,40,0,308,2006,606,888,543,201,183,4,0,837,1543,306,169,173,7,0,226,503,0
"ENSG00000010404",4733.999,1081,3786.638,5517,167.476,1983,3005,2124.059,588,2964.195,2675.307,698,798,0,1574.094,378.663,4418.535,1897,1103.378,7943.828,1925.471,5306.751,1802,4734,4736.426,654.876,4101.413,11365.289,9227.313,4710,3027.424,653.394,1617,1129.51,7339,2172.058,1159.373
"ENSG00000010539",788,118,714,607,0,0,94,0,0,131,668,0,0,0,27,0,0,0,4,179,0,582,558.001,0,474,85,0,361,1688,206,0,69,26,660,953,31,194
"ENSG00000010610",173,162,305,644,896,0,244,321.999,0,0,1211,82,0,0,40,1071,756,0,413,430,1059,227,828,1330,0,258,635,1196,2007.999,276,364,0,164,225,423,450,102
"ENSG00000010626",185,0,0,126,0,0,0,54,0,0,431,0,0,0,0,0,0,0,62,24,418,5,453,0,0,27,0,0,265,717,218,0,97,0,1350,0,0
"ENSG00000010671",7274,707,5026.999,2851.999,4386,3049,3062.001,1388,1332,2684.001,1353,1083,0,1397,1158,336,6961,105,1734,3887.999,1925,4192,2238,2763,2171.999,703,1669,5718,6095,6476.999,6586,502,1301,973,2826,1337.999,1509
"ENSG00000010803",1255,553,1617,1777,2566,2441,1811,1178,536,2027,2086,0,0,0,632,1858,1574,1507,1056,2575,633,3325,1271,3729,573,568.001,973,2731,4418,1190,1084,60,1440.999,4034,2272,1069,1846
"ENSG00000010810",3622,2756.999,9664.001,7629.001,5407,7189,3775,3920,1422,5957.001,5727,1591,448,159,3523.001,2130,8407,2012,2120,7250,4822.001,12366.999,8415.999,7869.999,5249.999,1614.999,7752.001,14277,6723.999,14744.001,4152,2936.999,3983.999,4897,13868,4149,2573
"ENSG00000010818",4875,1992,4440,3255,3319,5145,1765,1345.001,2822,1552,1602.001,1464,1395,0,497,1332,1629,2307,1046,5824.999,259,3670.001,7150,6024,8746,883,946,1748,2541.001,8199,1016.999,548,1135,3026,2970,2453.001,917
"ENSG00000011007",2593,433,1743,1213,2484,229,1153,1494,1256,1022,1225,0,1281,0,1578.003,63,3306,523,360,2001,3200,3070,990,434,1360,792,3785,4035,3794,3566,1728,592,248,1083,2988,1362,1140
"ENSG00000011009",121,21,747,1239.999,1,0,263,150,768,734,744,146,0,0,30,503,2748,31,655,331,1074,711,1503,83,1051,94,465,1346,827,65,228,1111,55,135,1174,1231,526
"ENSG00000011021",332,79,0,131,0,0,0,369,0,22,395,387,0,0,0,0,250,1105,0,133,0,6,345,223,644,25,874,0,242,0,236,0,0,217,135,425,0
"ENSG00000011028",577,579,322,266,1283,0,73,176,0,214,98,1511,0,215,671,0,0,0,390,507,0,2177.999,1146,444,1894,119.999,801,0,1465,669,32,189,0,141,265,1080,384
"ENSG00000011052",0,0,757.512,0,0,0,818.25,0,0,0,0,0,0,0,0,0,2.624,0,692.855,440.64,0,320.823,0,0,0,55.585,0,302.833,0,0,243.345,354.273,160.104,0,280.015,28.863,0
"ENSG00000011105",2258,32,1197,535,1155,0,457,134,0,1674,1104,0,0,0,0,57,74,0,127,3958,0,252,2129,114,0,191,136,399,345,222,920,276,364,423,396,324,419
"ENSG00000011114",1040,490,654.001,1606.001,281,417,1188,415,893,2401.999,2149,335,158,430,0,4630,1300.001,1779,851,2036,235,2425,1273,1874,893,190,748,1309.001,1165,1246,973,669,626,1185,2444.999,648,1070
"ENSG00000011132",0,0,522,0,302,0,63,0,0,776,0,0,0,0,18,0,0,474,77,0,37,465,444,0,0,49,138,29,1297,0,11,217,234,1473,159,205,0
"ENSG00000011143",0,98,950.001,499,0,0,277,57,1,914,0,0,0,0,140,0,0,0,167,409,540,306,1164,1045,650,82,995.999,876,1209,0,540,175,72,288,1220,430.001,923
"ENSG00000011198",837,239,806,252,1153,863,261,66,593,403,342,599,0,0,0,0,711,579,138,1028,114,302,613,1500,1122,100,157,1173,1734,391,432,310,167,0,1603.001,147,120
"ENSG00000011243",1230,728,1824,2006,1490,2695,1398,588,2276,1962,2041,0,0,3549,748,0,7,552,798,2205,4722,4121.999,2142,1155,4011,605.001,2130,1538,5466,1,1835.999,208,927.001,1119,2719,726,1647.001
"ENSG00000011258",1329,402,649,1109,889,2676,1220.999,0,0,531,1075,339,29,386,826,0,501,1043,133,385,1213,2286,1177,4004,642,118,1149,366,2578,1770,4066.001,372,218,860,1273,368,1432
"ENSG00000011260",184,274,1037,1320,0,1,1132,806,0,2308,982,53,93,0,720,0,970,331,243,1236,1373,1893,2649,1611,1053,333,1523,239,1961,1105,451,791,399,186,2722,889,459
"ENSG00000011275",4185,1670,2891.999,2162,958,1384,613,1456,0,534,1327,0,1298,2059,1162,0,1022,1044.999,1087.943,3111,2029,1846,3415,1437,1410,661,5824,3444,3949.001,1471,1143,1024,910,2953,2596,1518,1253
"ENSG00000011295",132,204,574,0,0,0,97,187,0,458,0,0,785,3055,4,0,107,0,314,324,385,580,455,416,1,151,301,13,396,227,276,216,1,89,53,129,44
"ENSG00000011304",6388,2739.999,4592.001,4244,1168,3473,2971,1961,2043,5007,4156,209,2674,1,2461,1705,5184.001,3485,800,8022,3960,7353,5522.999,4846,5279,808.999,2933,6230.001,5695.001,4611,2821,687,1432.001,2407,6843,2842.999,2047
"ENSG00000011376",51,22,805,129,0,398,0,539,0,91,663,0,0,0,26,0,0,0,0,163,84,0,551,34,0,0,95,202,0,200,0,0,0,0,18,253.999,0
"ENSG00000011405",187,976,1343,1210,2620,5,1660,1249,1293,3204,2198,0,0,0,1556,26,62,151,363,4154,2883,2622,4350,2719,3501,520,1338,1965,1321,3724,1847,640,1203.999,2582,3398,1988,1458
"ENSG00000011422",0,131.001,160,279,0,0,268,0,0,31,222,393,558,0,435,0,0,684,17,901,118,270,0,0,462,53,0,1543,1973.999,528,256,414,0,0,13,147,0
"ENSG00000011426",0,398,1,221,355,65,737.999,0,0,1178,0,0,851,0,35,1053,0,0,60,2427.001,1033,1430.999,44,289,274,195.001,709,734,1644,268,0,85,58,169,843,689,926
"ENSG00000011451",2204,313,1417,1088,0,2386,690,265,548,837,544.999,46,193,0,575,496,0,0,995,364,229,1514,798,14,0,153,0,586,642,678,66,215,29,55,921,214,944
"ENSG00000011454",3408,1215,3793,1648,0,13,1229,758.001,1466,1940,1232,230.999,232,0,1167,0,4267,0,727,3427,923,2713,1060,1575,1404,600,1315,939,2882.999,1974,3175,461,472,1688,4328,1004,0
"ENSG00000011465",0,0,0,86,820,0,99,0,0,0,0,0,0,0,0,0,0,0,276,302,302,521,0,0,0,11,0,0,440,150,0,43,0,0,0,0,394
"ENSG00000011485",1703,534,1371,1374,372,0,612,1508,635,1887,1825,675,0,577,288,0,1455,876,239,4114,1357,2336,447,1005,2236,237,639,584,1852,829,1011,175,1456,927,1837,262,247
"ENSG00000011523",2555,327,665,759,1760,231,1656,204,1,2,2046,0,0,2021,717,387,2734,0,630,5402.001,617,355,854,310,497,372,1049,817,783,1493,437,695,907.001,1184,1640,2401,2026
"ENSG00000011566",0,56,456,511,0,0,1,0,0,672,192,0,0,0,435,0,405,0,266,2926,236,1034,1097,460,2016,170,1294,1040,762,1812.999,1368,427,255,720,1132,806,380
"ENSG00000011600",6560.001,3090,10298.001,4409,6958.001,4818,11473.002,4813.999,2790,15787.001,10699.999,274,2422,723,6070,811,9162.001,2060,3708.999,15456.001,16197.999,12629,9757.999,12083,8448,2584,7391,45291,64757,19096.001,6692.999,4312.999,2656,3555.001,14802,6567.001,4749
"ENSG00000011638",1378,58,0,0,0,0,91,625,0,0,1439,0,0,0,0,0,0,0,129,796,8,240,177,774,417,1,0,64,323,410,588,49,16,0,62,5,0
"ENSG00000012048",657,205.999,196,347,0,0,935,1069,0,0,450,0,0,0,183,0,940,83,422,888,1501,1398,929,923,214,142,2434.001,235,720,853,363,530,289,125,935,265,1
"ENSG00000012061",979,71,740,1262,1110,0,729,381.001,1389.24,518,564,0,1954,3237,4,0,2872,603,472,1290,660,1019,877.999,1979,0,110.002,805,860,2568,1031,656,301,355,2481.999,1187.001,207,251
"ENSG00000012124",2408.001,818,3070.999,3912,4904,0,2370,3306,0,2191,2707,106,233,180,2197.999,0,135,1423,569,4100,6240.001,2235.001,2434,1592,1511,394,329,2884.999,2719,1293,2052,2542,318.999,1529,2183,873,4054.999
"ENSG00000012171",0,19,0,0,0,1134,158,181,279,424,127,0,0,0,0,0,0,0,116,471,0,83,58,281,0,0,0,876,22,132,76,455,40,0,102,165,57
"ENSG00000012211",0,198,329,619,0,481,0,217,0,0,342,0,672,0,0,0,0,0,135,8,259,603,383,0,0,102,0,252,1015,1110,0,0,17,0,163,26,282
"ENSG00000012223",1087,285,105,291,0,2,295,743.001,91,3311,856,0,345,1149,362,0,2709,853,265,817,1482,707,209,0,0,100,614,271,2696,1875,298,724,265,1106,1604,851,1242
"ENSG00000012232",0,18,113,521,1677,0,465,53,0,89,467,0,0,956,405,139,673,959,79,47,317,183,100,0,131,162,223,0,232,1699,62,2,823.001,0,134,464,0
"ENSG00000012660",4003,286,1480,1857.999,444,0,1745,464,2000,412,1418,1967,153,1032,1066,479,2090,2309,984,1446,2183,2070,2234,1373,3511,485,411,4186.001,5948,1819,861,904,978,1475,2922,2090,1982
"ENSG00000012779",1920,1090,1675,3019,515,991,902,1977,951,3468,2616,1404,1749,977,141,0,3254,746,1549,4164,1247,4526,2875,3979,2739,694,4446,6588,7870,6146,1867,1096,496,3584,4441,3056,3268
"ENSG00000012822",4317.999,547,1558,2945.001,232,925,1173.001,608,130,2963.999,1727,0,2112,0,383,0,1504,952,1067,2096,2220,1149,2864,5180,2715,257,115,2738,2897.999,1627,2642,1497,1419,2596,3978,1175.999,4345
"ENSG00000012963",77,198,701,448,112,275,1096,0,1012.001,812,230,0,0,0,298,0,248,0,645.534,1062,388,484,471,2058,0,188,0,942.999,656,0,1285.001,537,315,343,1063,494,279
"ENSG00000012983",664,1138.999,1297,2285,4415.001,4360,1089.999,1587,2511,1506.999,2147.001,491,0,1256,2963,0,3111,0,903,3100.999,874,3235,3714.001,3315,2547,391,2516,2753,3249,887,3446.999,1320,558.001,794,2475,1712,1352
"ENSG00000013016",6381,2049,2918,4014,3739,6032,2597,2029,2340,2370,5250,2402,3408,1398,2250,1387,8181,1292,4692,11722,7421,6861,6211,12638,4892,492,4614,4777,8426,4652,4422,2909,1602,3650,6760,2701,5810
"ENSG00000013275",1106,478.001,1957.999,848,3745,4404,2838,619,753,1656,2194,0,0,1137,2071,0,1534,2276,1183,4452,1683,1371,1310,2990,1165,387,526,3010,2738,2702.999,915,800.999,748,2142,2043,838,374
"ENSG00000013288",0,1,149,335,0,0,0,234,0,133,53,0,0,11,0,0,790,0,559,0,8,797,277,1359,0,19,0,1641,912,0,454,185,23,840,42,13,0
"ENSG00000013306",22084,2153,2382,7102,12753,11599,4105,3024,5749,7277.999,11752,5011.001,3806,4922,22923.001,3115,6716,1828,6501,12494.999,2539,17778.999,26463,5586,9747,1655,6461,12038,52629,3123,4379,4240,2880,7329.001,7834,4553,6248
"ENSG00000013364",3930,850.001,2762,2356,1194,3005,1377.999,1763,1751,2088.001,3199,1921,1889,1782,5117.001,5811,2574,4067,3193,6166,3992,2491,4210,9324.121,1549.999,935,3740,5003,7495,7563,1384,1215.999,727,1273,5582,2354,1626.001
"ENSG00000013374",596,198,2686,4471.001,1441,450,968.001,296,1141,1142,4352,701,2282,0,1514.001,2349,4920,430,603,5280,2922,5664,1323,2008,3097,503,2860,3460.001,3884,5965,2347.001,1464,706,783,1535,2634,1218
"ENSG00000013375",0,0,255,15,0,0,155,48,303,1422,0,0,0,0,668,0,0,167,102,0,23,136,166,0,0,16,1075,0,440,112,428,198.999,58,0,77,1,0
"ENSG00000013392",0,0,0,59,0,0,62,98,0,0,151,0,0,0,0,0,0,0,0,0,605,0,0,0,1811,26,0,0,0,359,0,0,0,0,198,0,0
"ENSG00000013441",3104,228,2242.999,935,1387,872,670.999,444,989,1803,1862,19,695,0,962,776,2730,677,763,5000,3662,2855,1952,1706,2829,194.999,471,2982,2332.001,1208,3055,790,831,1649,1093,1122,1028
"ENSG00000013503",0,0,182,101,0,0,0,324,0,3,157,0,0,0,0,0,284,0,168,43,195,253,28,284,271,0,0,0,403,1467,0,0,0,0,210,84,0
"ENSG00000013523",0,362,62,0,0,0,343,94,0,0,0,0,0,0,0,0,0,0,0,614,238,0,0,0,0,0,0,28,199,903,201,109,0,3,462.435,1,368
"ENSG00000013561",1806.001,833.001,1563.001,2870.999,3148,3905,3290.999,626,2087,1715,2802.999,1329,365,1208,3719,0,3774,1288,1656.999,4991,1350,6942,6626.999,2802,3570,921.001,3359.999,5448,5249,8558.001,1899.999,2863.001,1008,3890.001,3554.999,1434,2359.999
"ENSG00000013563",708,240.999,502,534,830,1176,208,686,1117,0,809,0,20,0,363.643,0,470,0,169,1357,1493,1163,896,306,2175,20,62,551,570,1884,130,18,1201,7,1448,190,0
"ENSG00000013573",0,462.001,0,211.953,182,710,0,85,0,378,271,0,178,647,0,0,25.614,133,0,145,0,1451.982,448.945,710,0,248,1975,1781,260.766,1134.074,104,30,6,0,493.943,0,0
"ENSG00000013583",605,207,1003,1172,82,0,1096,588,83,1478,2180,0,245,0,121,684,392,0,377,1493,982,2394,1354,1554,109,273,1643,1437,2596,804,958,120,947,196,1154,264,1
"ENSG00000013619",0,95,0,0,0,0,0,78,451,1145,0,0,0,0,52,0,0,0,0,272,82,474,478,0,0,51,0,197,529,0,0,0,239,0,487,8,1040
"ENSG00000013725",81,65,199,141,1,0,242,1039.999,0,144,287.001,171,115,0,921,0,172,0,179,52,325,270,227,1161,0,81,0,118,637,0,0,0,0,0,2155,498,0
"ENSG00000013810",2441,1092,3231,1636,904,611,2563,1886,655,2819.001,3351,1080,981,250,918,0,1366,1027,1013,2607,1077.999,5596.001,2716,1589,2088,628,3480,3800,7525.001,1959,1716.999,1135.999,739,2789.001,4179,869,4305
"ENSG00000014123",768,38,554,273,303,1817,649,93,0,394,843,0,0,546,0,1608,2104,153,1059,1608,92,1976,339,755,0,235,947,2473,812,314,637,299,173,696,1047,1495,0
"ENSG00000014138",0,28,386,388,229,0,465,134,1,341,718,0,392,0,181,0,0,34,151,469,0,514,165,121,154,23,353,569,1124.694,864,0,129,121.442,0,821,557.592,0
